category_id,product_name,sku,price,featured,discount_percentage,weight,brand,size,status,contact,colors,bike,car,van,feature_img,height,width,length,qty,images,quantity
2,"V&G Compression 28 mm Gate Valve",H-01202,6.68,0,0,0.348,Miscellaneous,28mm,1," 020 8896 0004",,1,0,0,251_60ca46fd9e2f7.webp,,,,100,"251_496_V&G Compression 28 mm Gate Valve_60ca46fd9f913.webp,251_496_V&G Compression 28 mm Gate Valve_60ca46fda031f.webp",Array
